topic,topic_name,topic_words,original_index,Title,Document Type,Year,topic_text_preview
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,17,AI literacy at higher education and India’s vision Viksit Bharat 2047: a systematic review,Review,2025.0,"AI literacy at higher education and India’s vision Viksit Bharat 2047: a systematic review. Artificial intelligence (AI) has become pervasive in the lives of people in the twenty-first century, serving as a powerful tool that can enhance various domains of our daily existence. Within the framework of India’s ambitious Viksit Bharat 2047 vision, this aims to elevate India to developed nation status by its 100th year of independence i.e., 2047. The realization of Viksit Bharat 2047 (Developed India 2047) relies on the integration of emerging technologies, particularly AI, across multiple sectors, including higher education. The significance of artificial intelligence extends beyond higher education to include economic growth and technological advancement. This transformative vision can only be realized when our young minds actively engage with Artificial Intelligence. By fostering AI literacy in higher education, we empower students to explore, create, and innovate. As they grasp the fun"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,39,Exploring emergent AI-TPACK competencies in a two-week AI literacy module for preservice teachers,Article,2025.0,"Exploring emergent AI-TPACK competencies in a two-week AI literacy module for preservice teachers. This exploratory case study examined a two-week, ethics-integrated AI literacy module for preservice teachers (n = 29) in a required technology-integration course. Five standards-aligned activities were mapped to AI-TPACK (AI-TK, AI-TPK, AI-TCK, AI-CK, ethics) and AI-literacy dimensions (know, use, evaluate, ethical awareness, create). Analysis of reflections, tool-audit rubrics, lesson plans, and surveys revealed five patterns: (1) rapid gains in foundational AI knowledge and confidence, (2) movement from generic caution to teacher-directed ethical strategies, (3) a shift from generic caution to teacher-directed ethical strategies, (4) emerging subject-specific applications, and (5) nascent yet incomplete AI-TPACK integration: accuracy checks were routine, but bias detection remained weak. Findings indicate that even brief, carefully scaffolded professional development can initiate multi"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,44,The formation of AI Capital in higher education: Enhancing students’ academic performance and employment rates,Article,2025.0,"The formation of AI Capital in higher education: Enhancing students’ academic performance and employment rates. The study evaluates the effectiveness of a 12-week AI module delivered to non-STEM university students in England, aimed at building students' AI Capital, encompassing AI-related knowledge, skills, and capabilities. An integral part of the process involved the development and validation of the AI Capital of Students scale, used to measure AI Capital before and after the educational intervention. The module was delivered on four occasions to final-year students between 2023 and 2024, with follow-up data collected on students' employment status. The findings indicate that AI learning enhances students' AI Capital across all three dimensions. Moreover, AI Capital is positively associated with academic performance in AI-related coursework. However, disparities persist. Although all demographic groups experienced progress, male students, White students, and those with stronger bac"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,57,Integrating AI literacy into teacher education: a critical perspective paper,Article,2025.0,"Integrating AI literacy into teacher education: a critical perspective paper. In today’s educational landscape, equipping educators with AI literacy is crucial for creating equitable and effective learning environments. This perspective paper explores the challenges teachers face in developing AI literacy and advocates for training that goes beyond basic technical skills to include a deep understanding of AI mechanisms, applications, and ethical implications. Without this foundation, educators risk unintentionally deepening the digital divide, disadvantaging marginalized students. Using a literature-informed, narrative methodology, this paper integrates recent research and case studies, such as the U.S. E-rate program and India’s “AI for All” initiative, as models for scalable solutions to promote AI equity. The paper introduces the EQUIP Framework (Ethical Governance, Qualified Professional Learning, Unified Collaborative Partnerships, Implementation Readiness, and Progressive Adaptat"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,70,A systematic and bibliometric review of artificial intelligence in sustainable education: Current trends and future research directions,Review,2025.0,"A systematic and bibliometric review of artificial intelligence in sustainable education: Current trends and future research directions. This study aims to comprehensively analyze the use of Artificial Intelligence in Education (AIED), encompassing its applications, challenges, gaps in research, and future research directions. The research involves examining a wide range of studies published over the last five years and categorizing the literature into nine distinct categories, which are connections to existing educational theories, AI in Early and K-12 education, AI and ethics in education, AI techniques and applications, Artificial Intelligence (AI) and sustainable education, AI in higher education, AI in language and English as a Foreign Language (EFL) education, AI and Large Language Models (LLM), and AI in specific educational fields. The findings reveal significant trends, including the increasing integration of AI in personalized learning, ethical concerns, and the necessity for"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,84,From Curiosity to Dependency: Nigerian Students’ Perspectives on AI Integration in Academic Research,Article,2025.0,"From Curiosity to Dependency: Nigerian Students’ Perspectives on AI Integration in Academic Research. This study examines the application of artificial intelligence (AI) writing tools in academic writing among Nigerian university students, highlighting both the potential benefits and significant challenges. With increasing numbers of people utilising AI-powered tools like ChatGPT, Grammarly, and Quillbot, Nigerian academics and students demonstrate varying degrees of exposure and expertise in using such tools. The research, employing a purposive sampling technique, conducted interviews with 20 Nigerian students to examine their awareness, usage patterns, and reasons for utilising AI in academic research. The respondents were duly informed of their rights within the research and the choice to use it without consequences. Results show that although AI tools facilitate tasks such as data analysis and writing support, concerns about academic integrity, over-dependence, and institutional su"
2,2_ethical_higher_integration_educators,ethical; higher; integration; educators; critical; ethics; challenges; digital; professional; academic,86,Artificial intelligence in media studies in Arab countries: a systematic review,Review,2025.0,"Artificial intelligence in media studies in Arab countries: a systematic review. This paper used the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) method for data collection and analysis to explore the impact of Artificial Intelligence (AI) on communication and media studies in Arab countries in terms of its contribution to enhancing the learning capabilities of media students and developing their skills. While the results reveal that the use of AI improves students’ learning outcomes and promotes their competencies, there remain issues to be addressed, such as the question of privacy, creativity, and students’ low awareness of the impact of AI. Based on the findings, we recommend integrating AI literacy and ethical standards into the media curriculum so as to equip students with appropriate knowledge about the dynamics of new media contexts in the Arab world."
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,16,AI tools and POE model in educational technology Learning: Exploring participant experiences using thematic analysis,Article,2025.0,"AI tools and POE model in educational technology Learning: Exploring participant experiences using thematic analysis. In an era where international education trends increasingly prioritize the integration of artificial intelligence (AI), there is a critical need to understand how students effectively use these tools to foster innovative and deep learning. This study addresses this gap by investigating higher education students’ experiences with advanced AI tools within a nine-week instructional experiment structured by the Predict-Observe-Explain (POE) model. Our primary motivation was to explore how a structured, inquiry-based framework could scaffold the development of sophisticated AI literacy, guiding students toward strategic human-AI partnerships. We employed a qualitative case study design, collecting data from 17 students at a Taiwanese university through written focus group interviews. Participants were granted free access to premium-tier generative AI tools, including ChatGPT"
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,25,A systematic literature review of generative artificial intelligence (GenAI) literacy in schools,Review,2025.0,"A systematic literature review of generative artificial intelligence (GenAI) literacy in schools. Given the rapid integration of generative artificial intelligence (GenAI) technologies, such as large language models, into educational contexts, fostering students’ GenAI literacy has become essential. However, previous AI literacy frameworks may inadequately reflect specific competencies necessary for proficient GenAI use. To address this gap, this study aimed to conceptualise a GenAI specific literacy framework tailored explicitly for educational settings and systematically examine recent research trends concerning GenAI literacy. Employing a systematic literature review approach, 51 empirical studies published in 2023 and 2024 were selected and analysed based on five identified competencies of GenAI literacy: (1) know and understand GenAI, (2) use and apply GenAI, (3) evaluate and incorporate GenAI, (4) GenAI ethics, and (5) attitudes towards GenAI. The findings indicate that students "
3,3_genai_generative_tools_critical,genai; generative; tools; critical; writing; generative genai; higher; assessment; gai; challenges,28,Developing generative AI literacies through self-regulated learning: A human-centered approach,Article,2025.0,"Developing generative AI literacies through self-regulated learning: A human-centered approach. Generative artificial intelligence (AI) creates both opportunities for enhanced learning and risks of skill erosion and dependency. This exploratory, mixed-methods study investigated how to design AI learning experiences using a human-centered approach that promotes student agency. We developed and investigated an integrated framework combining comprehensive generative AI literacies—functional, critical and ethical, and creative—with self-regulated learning (SRL) processes operationalized as a human-centered Plan, Iterate, Evaluate cycle. Thirty-eight undergraduate students enrolled in an “Artificial Intelligence and Writing” course completed scaffolded experiential challenges followed by self-directed creative projects. Quantitative analysis revealed significant growth in AI literacy self-efficacy across all dimensions, with students progressing from moderate initial confidence (M = 4.68, S"
