topic,topic_name,topic_words,original_index,Title,Document Type,Year,topic_text_preview
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,0,Overcoming adoption challenges: bridging the gap between artificial intelligence algorithm development and implementation in healthcare,Review,2025.0,"Overcoming adoption challenges: bridging the gap between artificial intelligence algorithm development and implementation in healthcare. Artificial intelligence (AI), specifically generative AI, holds transformative potential across the healthcare spectrum, with potential applications from early-stage therapeutic development to diagnostics, enhancing treatment procedures, and patient care. Integrating AI tools into healthcare systems has already demonstrated improvements in medical imaging and personalized care. However, the transition from AI development to real-world clinical implementation remains challenging for myriad reasons, including technical, ethical, and regulatory hurdles. Key issues include data privacy concerns, interoperability with existing systems, addressing biases, and ensuring equitable access to AI-driven healthcare solutions. Additionally, the AI implementation gap is exacerbated by a lack of expertise and resources in clinical spaces, making the complexities of a"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,1,Assessing the disconnect between student interest and education in artificial intelligence in medicine in Saudi Arabia,Article,2025.0,"Assessing the disconnect between student interest and education in artificial intelligence in medicine in Saudi Arabia. Background: Although artificial intelligence (AI) has gained increasing attention for its potential future impact on clinical practice, medical education has struggled to stay ahead of the developing technology. The question of whether medical education is fully preparing trainees to adapt to potential changes from AI technology in clinical practice remains unanswered, and the influence of AI on medical students’ career preferences remains unclear. Understanding the gap between students’ interest in and knowledge of AI may help inform the medical curriculum structure. Methods: A total of 354 medical students were surveyed to investigate their knowledge of, exposure to, and interest in the role of AI in health care. Students were questioned about the anticipated impact of AI on medical specialties and their career preferences. Results: Most students (65%) were interest"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,12,Structural barriers and pathways to artificial intelligence integration in plastic surgery,Article,2025.0,"Structural barriers and pathways to artificial intelligence integration in plastic surgery. Plastic surgery stands at an inflection point: proofs-of-concept for artificial intelligence (AI) abound, yet responsible clinical integration remains limited. We argue this reflects an organizational readiness gap rather than a modeling deficit. Three modifiable barriers dominate: (i) limited AI literacy and fragmented clinician–data-science collaboration; (ii) an immature human-capital pipeline in which junior champions lack senior sponsorship and protected time; and (iii) misaligned incentives and scarce funding that undervalue data sets, code, and rigorous external validation. We propose a pragmatic agenda: embed AI literacy across training and CME; formalize partnerships with engineering/informatics via co-appointments and governance; set aside 4–8 h per week of protected time for data preparation, privacy, legal approvals, model deployment and monitoring; and enable multi-institution studi"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,20,"Trust transfer from medical AI to doctors and hospitals: Integrating digital, AI, and scientific literacy in a cross-sectional framework",Article,2025.0,"Trust transfer from medical AI to doctors and hospitals: Integrating digital, AI, and scientific literacy in a cross-sectional framework. This study investigates how different forms of literacy shape trust in medical AI and its transfer in healthcare contexts. Based on a survey of 1,250 participants, three findings emerge. First, digital literacy and AI literacy exert opposite influences on medical AI trust: while digital literacy enhances trust, higher AI literacy unexpectedly reduces it. This paradox highlights a theoretical puzzle in technology acceptance, suggesting that deeper knowledge can generate informed skepticism rather than blind confidence. Second, trust in medical AI transfers hierarchically, flowing to hospitals only through physician trust as a critical intermediary, underscoring the role of interpersonal trust in institutional trust building. Third, scientific literacy moderates this process, with higher literacy dampening trust transfer, reflecting the impact of cogni"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,22,"Empowering nurses in the AI era: investigating the interplay between professionalism, AI readiness, and self-efficacy",Article,2025.0,"Empowering nurses in the AI era: investigating the interplay between professionalism, AI readiness, and self-efficacy. Background: The rapid integration of artificial intelligence (AI) into healthcare demands that nurses not only develop technical competencies but also uphold strong professional values to maintain effective and ethical practice. While AI readiness is gaining attention, its relationship with nursing professionalism and self-efficacy remains underexplored. Objective: To examine the relationship between nurses’ AI readiness and their self-efficacy, with a specific focus on the moderating role of professionalism within clinical practice settings. Methods: A descriptive cross-sectional design was employed involving 278 staff nurses from three tertiary healthcare hospitals: one hospital in Kafr Elsheikh Governorate and two hospitals in Alexandria Governorate, Egypt. Data were collected using three validated instruments: the Nursing Profession Self-Efficacy Scale, the Artific"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,27,Developing AI literacy in healthcare education: bridging the gap in competency assessment,Article,2025.0,"Developing AI literacy in healthcare education: bridging the gap in competency assessment. The rapid integration of artificial intelligence (AI) into healthcare is reshaping clinical practice and redefining the competencies required of healthcare professionals. Despite growing recognition of AI literacy as an educational priority, current efforts to assess this competency remain fragmented, lacking theoretical coherence and methodological rigour. Existing tools often rely on generic measures that fail to fully reflect the complexity and contextual specificity of AI use in healthcare settings. In this Perspective, we argue that the current absence of validated, healthcare-specific assessment frameworks represents a significant barrier to designing relevant curricula and ensuring workforce preparedness for AI-enabled care. Drawing on principles of educational assessment and professional competence, we call for the development of robust, psychometrically sound instruments that render AI l"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,29,Ethical and Institutional Readiness for Artificial Intelligence in Nursing: An Umbrella Review,Review,2025.0,"Ethical and Institutional Readiness for Artificial Intelligence in Nursing: An Umbrella Review. Aim: This umbrella review aimed to synthesize the ethical and institutional considerations related to the adoption of artificial intelligence (AI) in nursing care. Background: AI is increasingly used in nursing through decision-support systems, predictive tools, and automation. While promising for efficiency and patient outcomes, it also raises concerns about autonomy, privacy, fairness, and accountability. Institutional readiness, including infrastructure, training, and governance, is vital to ensure ethical integration. Methods: An umbrella review methodology was used to synthesize findings from systematic, scoping, integrative, and narrative reviews published between 2015 and 2025. Comprehensive searches were carried out in PubMed, CINAHL, Scopus, Embase, and Web of Science. Data were extracted and thematically analyzed to identify recurring ethical challenges and institutional readiness "
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,34,AI policy in healthcare: a checklist-based methodology for structured implementation,Editorial,2025.0,"AI policy in healthcare: a checklist-based methodology for structured implementation. Introduction: Artificial Intelligence (AI) is transforming anaesthesia and intensive care medicine, enhancing diagnostic precision, workflow efficiency, and patient safety. However, deploying AI in high-acuity environments involves regulatory, ethical, and operational challenges. The European Union Artificial Intelligence Act (AI Act), effective 2025, imposes binding obligations on healthcare organizations, creating an urgent need for structured, governance-focused AI policies. This work presents a checklist-based methodology for responsible, safe, ethical, and regulation-aligned AI adoption in clinical units. The need for a methodology to develop an AI policy: Effective AI policies must ensure transparency, safety, fairness, and regulatory compliance while remaining adaptable to rapid technological and legislative changes. The proposed methodology employs a domain-specific checklist to generate criti"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,40,Concepts behind clips: cinema to teach the science of artificial intelligence to undergraduate medical students,Article,2025.0,"Concepts behind clips: cinema to teach the science of artificial intelligence to undergraduate medical students. As artificial intelligence (AI) is becoming more integrated into the field of healthcare, medical students need to learn foundational AI literacy. Yet, traditional, descriptive teaching methods of AI topics are often ineffective in engaging the learners. This article introduces a new application of cinema to teaching AI concepts in medical education. With meticulously chosen movie clips from ""Enthiran (Tamil)/Robot (Hindi)/Robo (Telugu)"" movie, the students were introduced to the primary differences between artificial narrow intelligence (ANI), artificial general intelligence (AGI), and artificial super intelligence (ASI). This method triggered encouraging responses from students, with learners indicating greater conceptual clarity and heightened interest. Film as an emotive and visual medium not only makes difficult concepts easy to understand but also encourages curiosity,"
1,1_ai_healthcare_nursing_medical,ai; healthcare; nursing; medical; health; intelligence; artificial; artificial intelligence; literacy; clinical,41,Artificial intelligence in osteoarthritis research: summary of the 2025 OARSI pre-congress workshop,Conference paper,2025.0,"Artificial intelligence in osteoarthritis research: summary of the 2025 OARSI pre-congress workshop. Objective: Artificial intelligence (AI) is transforming musculoskeletal research, offering new approaches to diagnosis, prognosis, and patient management in osteoarthritis (OA). However, implementation and ethical challenges persist. This manuscript summarizes insights from the OARSI 2025 Pre-Congress Workshop on Artificial Intelligence in Osteoarthritis Research, highlighting opportunities and challenges in applying AI across biomechanics, imaging, and clinical research domains. Design: The workshop, organized by the OARSI Early Career Investigator Committee and co-chaired by Drs. Matthew Harkey and Brooke Patterson, convened experts to discuss the use of AI in real-world biomechanics data collection, radiomics for imaging-based biomarkers, and large language models (LLMs) for clinical and research applications. Emphasis was placed on the need for interdisciplinary collaboration and et"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,56,Academic libraries as hubs of artificial intelligence competency,Article,2025.0,"Academic libraries as hubs of artificial intelligence competency. At a time when algorithmic automation is quietly reshaping the ways in which knowledge is produced, accessed and legitimized, academic libraries face an urgent imperative: to move from being mere information intermediaries to becoming critical mediators of artificial intelligence (AI) literacy. This article proposes a disruptive and post-digital reading of academic libraries as epistemic infrastructures that resist algorithmic hegemony and promote cognitive justice. Articulating contributions from critical librarianship, AI literacy theory and philosophy of information, a conceptual model is outlined with six dimensions that position libraries as central agents in the formation of informed, critical citizenship that resists the opacity of digital platforms. The article concludes by defending a new post-digital librarian ethos: less focused on technical neutrality and more committed to the creation of plural, open and dem"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,146,AI Readiness in Libraries: A Technology–organization–environment framework for Action,Article,2025.0,"AI Readiness in Libraries: A Technology–organization–environment framework for Action. Many libraries have AI pilots, such as Chatbots and automated metadata pipelines, but librarians often feel unsure about integrating these tools into everyday service. This study presents preliminary results from an investigation into defining what “AI readiness” means for libraries. A systematic review and qualitative analysis of 46 publications, combined with five pilot interviews, yielded 145 open codes that were synthesized into a three-layer, fourteen-pillar framework. The technological layer emphasizes computing access, usable data, and a secure sandbox; the organizational layer encompasses explicit AI goals, leadership support, staff AI literacy, and clear guidelines; the environmental layer comprises privacy regulations, peer pressure, user feedback, public policy, and professional organization backing. Interviews revealed gaps in data quality, bias checks, and user feedback routines, while l"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,155,Mapping the Landscape of Artificial Intelligence Engagement in Academic Libraries: Evidence from 130 Institutions Worldwide,Article,2025.0,"Mapping the Landscape of Artificial Intelligence Engagement in Academic Libraries: Evidence from 130 Institutions Worldwide. The rapid advancement of artificial intelligence (AI) is reshaping academic libraries, which are increasingly engaging with AI. This study investigates AI engagement in 130 academic libraries across six regions using scoping review and thematic analysis. Two categories and five subcategories are identified: (1) User-oriented services—AI guidance, AI literacy, and AI tools; and (2) Institution-oriented development—AI research and strategy, and AI implementation and innovation. AI literacy and AI tools serve as foundational pillars; AI guidance acts as a connecting bridge; AI research and strategy, along with AI implementation and innovation serve as driving engines. Regionally, North America leads in adoption, Oceania shows high engagement, Europe, Asia, and Africa demonstrate steady integration, while Latin America shows strong early potential. Representative app"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,160,Evolution of Reference Services in the Era of Generative Artificial Intelligence,Article,2025.0,"Evolution of Reference Services in the Era of Generative Artificial Intelligence. This interdisciplinary perspective paper explores the evolving relationship between generative artificial intelligence (GenAI) and library reference services across academic and public libraries, with implications for Library and Information Science (LIS) education. As numerous AI tools, especially GenAI, make information easier to access but quality information harder to identify, information professionals have a unique opportunity to lead in the responsible use of AI for information access. In particular, as libraries integrate GenAI into virtual and traditional reference models, they must navigate opportunities for enhanced service delivery and challenges such as AI hallucinations and ethical use. The paper traces historical developments in personalized reference, staffing trends, and technological transformations, arguing that GenAI tools should complement rather than replace human librarians. Additio"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,199,Artificial intelligence literacy among South Asian library and information science students: Socio-demographic influences and educational implications,Article,2025.0,"Artificial intelligence literacy among South Asian library and information science students: Socio-demographic influences and educational implications. This study examines the multifaceted dimensions of artificial intelligence literacy among library and information science students across South Asia, focusing on socio-demographic variables such as country, level of study, gender identity and English-language competency. A survey of 914 participants from Bangladesh, India and Pakistan highlights notable disparities in artificial intelligence literacy levels, with Indian students excelling in conceptual understanding and ethical awareness, Bangladeshi students demonstrating practical artificial intelligence proficiency and Pakistani students showing heightened sensitivity to ethical concerns. The findings reveal that advanced levels of study correlate with greater artificial intelligence literacy, while language competency influences familiarity and understanding but not overall proficie"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,201,"Bridging the AI gap: Comparative analysis of AI integration, education, and outreach in academic libraries",Article,2025.0,"Bridging the AI gap: Comparative analysis of AI integration, education, and outreach in academic libraries. Generative artificial intelligence (AI) applications, such as ChatGPT, Bard, Gemini, and Copilot, have revolutionized education, capturing the attention of faculty, administration, and students alike. Academic libraries have actively engaged in facilitating the use of AI technologies while addressing challenges like misinformation, academic integrity concerns, and ethical considerations. This study examines AI integration, education, and outreach in academic libraries across Europe, North America (Canada and USA), Sub-Saharan Africa, Latin America and the Caribbean. An environmental scan of 40 academic library websites from the Times Higher Education 10 highest-ranked libraries in each region was conducted. Results show that more than 50% of the libraries offered educational materials and 42.5% conducted educational activities, while only 12.5% included AI policies. The study res"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,202,AI literacy guidelines and policies for academic libraries: A scoping review,Review,2025.0,"AI literacy guidelines and policies for academic libraries: A scoping review. Artificial intelligence (AI) literacy has become an important skill for library and information professionals. This scoping review synthesizes the literature that explores the use of AI literacy to educate academic librarians and library users. From the 1824 articles found, the authors selected 10 suitable articles. The study found that library and information professional organizations have developed AI literacy resources and/or AI-literacy-based policy guidelines, which help library users make literate and fair use of AI. For their part, library professionals promote AI literacy through workshops, AI literacy sessions, user education, LibGuides content and online literacy tutorial programmes. At the same time, the review highlights the need for these same professionals to become more AI-literate themselves. The AI literacy education programmes provided by libraries can play a vital role in the effective use"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,252,AILIS 1.0: A new framework to measure AI literacy in library and information science (LIS),Article,2025.0,"AILIS 1.0: A new framework to measure AI literacy in library and information science (LIS). As artificial intelligence (AI) becomes more embedded in academic and professional settings, assessing and improving AI literacy among current and future information professionals is increasingly important. However, research in this area within Library and Information Science (LIS) remains exploratory, and more evidence is needed to guide training and curriculum design. This study assesses AI literacy among LIS students and librarians, highlighting key areas and groups for targeted training. To this end, the AILIS 1.0 questionnaire was developed from existing AI literacy tools in higher education and adapted to the LIS context with expert input. It was administered to 163 respondents at the Complutense University of Madrid (Spain). Descriptive statistics and non-parametric tests were used to examine gender and group differences. To further validate the findings, three focus groups with LIS under"
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,257,Becoming a leader in AI literacy instruction by not reinventing the wheel,Article,2025.0,"Becoming a leader in AI literacy instruction by not reinventing the wheel. Libraries are at a critical moment to lead in AI literacy, but success doesn't demand starting from scratch. By building on familiar frameworks for information literacy, outreach, and instructional design, libraries can quickly and effectively meet the challenges of generative AI. This article showcases how one research-intensive university library leveraged existing strengths—through AI-focused guides, workshops, grants, and cross-campus partnerships—to embed AI literacy across its academic community. Rather than reinventing the wheel, the library expanded proven methods to support ethical, critical, and informed engagement with AI technologies. This case study offers a practical, scalable model for any library seeking to empower users and stake a leadership role in the rapidly evolving AI landscape."
2,2_ai_libraries_library_literacy,ai; libraries; library; literacy; librarians; ai literacy; information; academic; academic libraries; study,265,A survey on the current status of AI literacy lectures in China's university libraries under the AIGC background,Article,2025.0,"A survey on the current status of AI literacy lectures in China's university libraries under the AIGC background. This paper selects the top 40 universities in the 2025 QS World University Rankings (including 41 tied universities) and 42 “Double First-Class” university libraries in China as research objects, and conducts an empirical study on their AI literacy lecture training activities (including lectures, seminars, etc.). By combining quantitative statistics (structured data such as activity name, sponsor, audience characteristics, and organizational form) with qualitative analysis (text mining of lecture training content), the current status of AI literacy lecture training in their university libraries is systematically examined. The study found that China's “Double First-Class” university libraries have the following prominent problems in AI literacy lecture training: the degree of attention and implementation strength are different, the participation of librarians is low, lecture"
