topic,topic_name,topic_words,original_index,Title,Document Type,Year,topic_text_preview
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,18,Competencies for teaching with and about artificial intelligence in the natural sciences — DiKoLAN AI,Article,2025.0,"Competencies for teaching with and about artificial intelligence in the natural sciences — DiKoLAN AI. The rapid advancement and widespread adoption of digital technologies have transformed the education sector. Among these developments, the emergence of generative artificial intelligence (AI) tools such as ChatGPT has had a considerable impact on teaching and learning practices. While the integration of AI into educational settings is becoming increasingly common, subject-specific analyses, especially in STEM education, are still lacking. This paper examines the specific challenges and potential of AI in the context of STEM education. It does so by exploring how AI has transformed scientific disciplines and how these changes impact teaching and learning. It highlights the necessity for educators to acquire specific competencies to effectively incorporate AI into their instructional practices. Building on existing frameworks such as DigCompEdu and the subject-specific DiKoLAN, the pape"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,21,How AI feedback supports lesson planning in vocational teacher education: a longitudinal intervention study using an analytical AI platform,Article,2025.0,"How AI feedback supports lesson planning in vocational teacher education: a longitudinal intervention study using an analytical AI platform. This study explores the use of analytical artificial intelligence (AI) to enhance lesson planning in teacher education, particularly in vocational business education. Providing detailed, individualized feedback for lesson planning is challenging for university instructors. An analytical AI platform that offers expert-level feedback on lesson plans could be a suitable supplement to traditional feedback as it balances out critical aspects of generative AI systems. In a longitudinal study with 103 participants, an experimental group received AI feedback on the lesson plans they developed throughout a semester, while a control group received human feedback. Results indicate that AI feedback can match or surpass human feedback in some dimensions, improving planning aspects like certain content-related sustainability aspects, action orientation, related"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,92,Study of an effective machine learning-integrated science curriculum for high school youth in an informal learning setting,Article,2025.0,"Study of an effective machine learning-integrated science curriculum for high school youth in an informal learning setting. Purpose: This study evaluates the effectiveness of a machine learning (ML) integrated science curriculum implemented within the Science Research Mentorship Program (SRMP) for high school youth at the American Museum of Natural History (AMNH) over 2 years. The 4-week curriculum focused on ML knowledge gain, skill development, and self-efficacy, particularly for under-represented youth in STEM. Background: ML is increasingly prevalent in STEM fields, making early exposure to ML methods and artificial intelligence (AI) literacy crucial for youth pursuing STEM careers. However, STEM fields, particularly those focused on AI research and development, suffer from a lack of diversity. Learning experiences that support the participation of under-represented groups in STEM and ML are essential to addressing this gap. Results: Participant learning was assessed through pre- a"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,95,Development and effectiveness verification of AI education data sets based on constructivist learning principles for enhancing AI literacy,Article,2025.0,"Development and effectiveness verification of AI education data sets based on constructivist learning principles for enhancing AI literacy. This study confirmed the importance of AI education for fostering students’ AI literacy and derived the necessity of constructivist-oriented datasets that provide contextual relevance to students’ lives and real-world problem-solving experiences. By reconstructing the machine learning dataset development cycle through prior research, we developed datasets following each procedural step, then evaluated and refined them through expert panel interviews focusing on dataset quality metrics and characteristics of authentic activities. The datasets were deployed through educational programming platforms commonly used in AI education and designed for sustainable maintenance. To verify effectiveness, we analyzed usage metrics of the developed datasets and conducted comparative analysis of their impact on AI literacy through educational implementations. The "
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,107,Unveiling Chinese youth students’ AI adoption goals and experiences: An achievement goal theory (AGT) perspective,Article,2025.0,"Unveiling Chinese youth students’ AI adoption goals and experiences: An achievement goal theory (AGT) perspective. Different studies have been done on various tools and technologies powered by artificial intelligence (AI) in recent years. However, the role of age groups in using and perceiving AI tools has been ignored in academic contexts. To fill the gap, this qualitative research aimed to explore Chinese youth students’ perceived AI adoption goals and experiences. A semi-structured interview was conducted with 58 general education students. The results of thematic analysis showed different AI adoption goals and experiences. The students had employed AI tools for ‘deep learning and understanding’, ‘personal growth and skill development’, ‘discovery of novel ideas and solutions’, ‘others’ outperformance and surpassing’, and ‘praise and recognition attainment’. Regarding experiences, the participants referred to four themes, namely ‘the emotional impact of AI on learners’, ‘providing a"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,120,Between Acceptance and Scepticism: An Investigation into Secondary School Students' Attitudes toward Artificial Intelligence in Chemistry Education,Article,2025.0,"Between Acceptance and Scepticism: An Investigation into Secondary School Students' Attitudes toward Artificial Intelligence in Chemistry Education. Artificial Intelligence (AI) is increasingly integrated into daily life and various other sectors, including medicine, agriculture, and education. While AI offers personalized learning, automated feedback, and reduced teacher workload, its formal use in schools remains limited. Nonetheless, many students already engage with AI tools such as ChatGPT to understand concepts and access information, raising questions about their perceptions and competencies. This study investigates students' prior experience with AI in school as well as their AI literacy. Further, it examines changes after a teaching unit using AI tools and compares AI supported learning to traditional instruction. Results indicate that hands-on exposure enhances students' self-efficacy, cognitive engagement and ethical awareness, though confidence in creating AI-driven solutio"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,122,"AI Integration in IT Education: Challenges, Opportunities, and Future Directions",Article,2025.0,"AI Integration in IT Education: Challenges, Opportunities, and Future Directions. The rapid advancement of artificial intelligence (AI) has generated significant interest within the educational sector, particularly in information technology (IT) education. This study explored the current challenges, opportunities, and future directions of AI in IT education in the Philippines, a nation working to enhance its educational system in the face of digital transformation. Through a survey research design, data were collected from IT students and educators. Results highlight the key challenges, such as inadequate infrastructure, limited resources, gaps in AI literacy, and concerns around ethics and data privacy. Despite these challenges, opportunities such as personalized learning, streamlined administrative processes through task automation, and advancements in research through improved data collection, processing, and analysis provide hope for the integration of AI in IT curricula. Moving fo"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,126,The Data Case Study - A Teaching and Learning Method for Computer Science Education in Schools,Conference paper,2025.0,"The Data Case Study - A Teaching and Learning Method for Computer Science Education in Schools. With artificial intelligence (AI) topics entering computer science school curricula, there is a growing need for instructional approaches that support the teaching of data-related concepts and practices. In academic AI and data science programs, an established teaching and learning method is the data case study. However, despite its widespread adoption, reports on its didactic development in school settings are lacking. This article presents findings from a research project that theoretically and empirically identified the challenges of implementing the data case study in schools. Based on these findings, the method was further developed for secondary education. The result is a specification of the data case study as an action-oriented, learner-centered approach aligned with the goals of AI education in schools and designed to promote data-based judgment and problem-solving skills."
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,127,Exploring Ghanaian Computing Teachers' AI Pedagogical Content Knowledge (PCK) in Junior High Schools,Conference paper,2025.0,"Exploring Ghanaian Computing Teachers' AI Pedagogical Content Knowledge (PCK) in Junior High Schools. Artificial intelligence (AI)-based technologies are increasingly permeating critical sectors in society. The public release of large language models has increased interest in the potential of AI and its implications for education. Given the perceived importance of AI literacy, some countries, including Ghana, are now introducing AI into the school curriculum. However, a critical question arises: do teachers possess the necessary subject matter knowledge and pedagogical strategies to effectively teach about AI in schools? This paper describes a qualitative study that involved ten computing teachers in junior high schools (ages 12-16) in Ghana, where AI has been part of the curriculum since 2021. The study explores emerging components of teachers' AI pedagogical content knowledge (PCK) in schools using a two-dimensional PCK model for computer science in K-12 educational settings. Our fin"
1,1_ai_learning_education_students,ai; learning; education; students; intelligence; artificial; artificial intelligence; teachers; teaching; literacy,215,"Pedagogical Approaches in Project- Based Learning, Inquiry- Driven Methods, Computational Thinking, and Design Thinking for AI Education",Book chapter,2025.0,"Pedagogical Approaches in Project- Based Learning, Inquiry- Driven Methods, Computational Thinking, and Design Thinking for AI Education. Effective teaching methods are crucial to provide students the information and abilities needed for this quickly developing sector as artificial intelligence (AI) becomes a crucial component of many industries. The integration of educational techniques like inquiry- driven methods, computational thinking, design thinking, and projectbased learning (PBL) in AI education is examined in this study. These methods create a dynamic, experiential learning environment that prioritizes creativity, critical thinking, and problem- solving-skills essential to comprehending and developing AI. By encouraging students to focus on real- world issues, project- based learning gives them the chance to apply AI concepts in real- world situations. Students can investigate AI topics through guided inquiries and research thanks to inquiry- driven methodologies, which foste"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,7,Intelligent_TPACK in practice: design and evidence from a three_week teacher preparation module,Article,2025.0,"Intelligent_TPACK in practice: design and evidence from a three_week teacher preparation module. Rapid advances in generative AI sharpen the need for teachers to develop pedagogical and ethical capacities for AI_integrated instruction. While Technological Pedagogical Content Knowledge (TPACK) provides a valuable framework for technology integration, it does not fully capture AI's unique complexities. This study presents an integrated i_TPACK approach that extends Intelligent_TPACK by adding AI_as_content (i_CK) and AI_for_professional development (i_PD) and by threading a five_stage AI_literacy progression (Know_ Use_ Evaluate_ Ethics_ Create) within each domain, treating ethics as distributed and iterative. We designed and examined a three-week professional development module for preservice teachers using a convergent mixed-methods design. Pre–post surveys (n = 25 matched pairs) with a six_subscale Integrated i_TPACK instrument showed statistically significant gains across all domains"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,16,AI tools and POE model in educational technology Learning: Exploring participant experiences using thematic analysis,Article,2025.0,"AI tools and POE model in educational technology Learning: Exploring participant experiences using thematic analysis. In an era where international education trends increasingly prioritize the integration of artificial intelligence (AI), there is a critical need to understand how students effectively use these tools to foster innovative and deep learning. This study addresses this gap by investigating higher education students’ experiences with advanced AI tools within a nine-week instructional experiment structured by the Predict-Observe-Explain (POE) model. Our primary motivation was to explore how a structured, inquiry-based framework could scaffold the development of sophisticated AI literacy, guiding students toward strategic human-AI partnerships. We employed a qualitative case study design, collecting data from 17 students at a Taiwanese university through written focus group interviews. Participants were granted free access to premium-tier generative AI tools, including ChatGPT"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,25,A systematic literature review of generative artificial intelligence (GenAI) literacy in schools,Review,2025.0,"A systematic literature review of generative artificial intelligence (GenAI) literacy in schools. Given the rapid integration of generative artificial intelligence (GenAI) technologies, such as large language models, into educational contexts, fostering students’ GenAI literacy has become essential. However, previous AI literacy frameworks may inadequately reflect specific competencies necessary for proficient GenAI use. To address this gap, this study aimed to conceptualise a GenAI specific literacy framework tailored explicitly for educational settings and systematically examine recent research trends concerning GenAI literacy. Employing a systematic literature review approach, 51 empirical studies published in 2023 and 2024 were selected and analysed based on five identified competencies of GenAI literacy: (1) know and understand GenAI, (2) use and apply GenAI, (3) evaluate and incorporate GenAI, (4) GenAI ethics, and (5) attitudes towards GenAI. The findings indicate that students "
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,35,"A systematic review of the impact of generative AI on postgraduate research: opportunities, challenges, and ethical implications",Review,2025.0,"A systematic review of the impact of generative AI on postgraduate research: opportunities, challenges, and ethical implications. The rapid improvement of generative artificial intelligence particularly large language models like ChatGPT, and GPT-4, has presented transformative possibilities in postgraduate research. This systematic review investigates the impact of generative artificial intelligence tools on the quality, efficiency, ethics, and innovation of postgraduate research. A comprehensive literature search across four databases: Google Scholar, Web of Science, IEEE explore, and Scopus was carried out. Following the PRISMA guidelines, a total of 20 peer reviewed published articles between 2019 and 2025 were selected for a detailed review analysis and these were selected based on relevance to the postgraduate research context, explicit declaration of generative AI application, and reported outcomes. The review identified four thematic areas: (i) research productivity and efficie"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,42,Reimagining teacher development in the era of generative AI: A scoping review,Review,2025.0,"Reimagining teacher development in the era of generative AI: A scoping review. Generative AI has great potential to revolutionize teacher development, yet reviews of its integration in this field remain limited. This scoping review analyzes 22 empirical studies, highlighting the underrepresentation of in-service teachers and small sample sizes, which raises concerns about bias. Key applications include resource development, personalized support, and creating learning environments, with intervention durations of 4–16 weeks. Seven outcomes were identified: improved learning, teacher knowledge, higher-order thinking, lesson design and implementation, self-worth and self-confidence, positive attitudes and usage intentions, and AI literacy. These insights can help design training programs to prepare teachers for effectively integrating generative AI."
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,47,Generative AI in teacher education: Educators’ perceptions of transformative potentials and the triadic nature of AI literacy explored through AI-enhanced methods,Article,2025.0,"Generative AI in teacher education: Educators’ perceptions of transformative potentials and the triadic nature of AI literacy explored through AI-enhanced methods. The release of ChatGPT in November 2022 has sparked discussions about integrating Generative Artificial Intelligence (GenAI) into teacher education. Teacher educators, as key facilitators of pre-service teacher learning, play a critical role in shaping the successful adoption of GenAI. Their perceptions guide curriculum redesign, define promoted practices, and shape how pre-service teachers experience educational uses of GenAI tools, potentially multiplying its impact across future classrooms. This mixed-methods study explored Danish teacher educators’ perceptions of GenAI (n = 91), focusing on its transformative potential and the knowledge pre-service teachers need to acquire. Innovative methods, including GenAI-supported thematic analysis and Natural Language Processing, were used to analyze qualitative and quantitative su"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,52,Beyond tool use: Tracking the evolution of generative AI literacy among university students through a process-oriented investigation,Article,2025.0,"Beyond tool use: Tracking the evolution of generative AI literacy among university students through a process-oriented investigation. This study addresses the gap between the theoretical framework of Generative Artificial Intelligence (GenAI) literacy and its practical development, by investigating how university students in the humanities acquire and refine GenAI-related knowledge, skills, and attitudes. Through a 16-week intervention structured into three progressive phases, 16 students engaged with multiple GenAI tools while developing competencies in research and academic writing. The data collection included structured GenAI dialogues, periodic questionnaires, reflective assignments, and in-depth interviews. The findings revealed three interconnected dimensions of GenAI literacy development. Students internalized and recreated GenAI knowledge through practice, developed sophisticated prompt engineering skills grounded in metacognitive abilities including a critical awareness of th"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,65,It's a Tool Not a Crutch: A Pilot Generative AI Intervention to Enhance Pre-service Teachers' Self-efficacy and AI Literacy,Article,2025.0,"It's a Tool Not a Crutch: A Pilot Generative AI Intervention to Enhance Pre-service Teachers' Self-efficacy and AI Literacy. Generative Artificial Intelligence’s (GenAI) integration in education has seen widespread changes in how students engage with, and how educators go about their practice and administrative duties, using this new technology. Therefore, the ways GenAI might successfully integrate into programmes of study, in this case, both primary and post-primary initial teacher education (ITE), and the complexity of its relationship with teachers and students requires further examination. This exploratory qualitative approach, with embedded quantitative elements, explored the pedagogical value of integrating and using GenAI to enhance pre-service teachers' self-efficacy and AI literacy using a scenario-based learning (SBL) approach. The research project comprised three distinct phases of data collection with cohorts of primary (n = 12) and post-primary (n = 6) pre-service teacher"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,68,Advancing project leadership education through AI-enhanced game-based learning,Article,2025.0,"Advancing project leadership education through AI-enhanced game-based learning. This paper offers a design-led investigation of AI-enhanced game-based learning (AI-GBL) as a transformative pedagogical approach for project leadership education. Addressing the persistent theory–practice gap in project management training, the study incorporates generative AI into ethically complex, emotionally engaging simulation environments that mimic real-world stakeholder challenges. The intervention allows learners to participate in adaptive decision-making, critical reflection, and ethical reasoning in face-to-face and blended formats, based on principles from experiential learning, productive failure, and relational pedagogy. Implemented in 2024 across undergraduate and postgraduate cohorts at an Irish university, the intervention was examined through six interconnected design themes: relevance, agility, identity, ethics, motivation, and adaptability. These themes were instructional principles and"
2,2_genai_generative_ai_generative ai,genai; generative; ai; generative ai; learning; students; education; literacy; generative artificial; generative artificial intelligence,77,"A study of developing administrative Staff's conceptual understanding of generative artificial intelligence through professional Development: Evaluation of a course using tests, surveys and thematic analysis of reflective writings",Article,2025.0,"A study of developing administrative Staff's conceptual understanding of generative artificial intelligence through professional Development: Evaluation of a course using tests, surveys and thematic analysis of reflective writings. Emerging research underscores the growing importance of artificial intelligence (AI) literacy for administrative staff as AI technologies continue to reshape the labor market. However, there remains a limited study about the curriculum components of AI literacy for administrative staff. This study aims to bridge this gap by designing and evaluating a professional development programme for administrative staff grounded in a four-dimensional AI literacy framework. A total of 62 administrative staff from diverse professional backgrounds participated in a 30-h course on understanding Generative Artificial Intelligence (GenAI) and its applications. Pre- and post-course conceptual tests and acceptance surveys demonstrated significant improvements in participants' "
3,3_ai_human_literacy_intelligence,ai; human; literacy; intelligence; study; ai literacy; artificial intelligence; artificial; decision; systems,71,The impact of artificial intelligence on accounting practices: an academic perspective,Article,2025.0,"The impact of artificial intelligence on accounting practices: an academic perspective. Artificial intelligence (AI) is transforming accounting through automating processes, enhancing operational efficiency, and increased accuracy in financial reporting, fraud prevention, and regulatory compliance execution. This paper explores the opportunities and challenges of AI adoption landscape in Saudi-Arabian accounting practices, aligned with the technology-driven objectives of Vision-2030. Using structured surveys and composite-based structural equation modeling (SEM) with the ADANCO approach, the research evaluates accounting academics’ knowledge, attitudes, and practices (KAP) regarding-AI. The study shows AI’s potential to streamline operations, perform knowledge-intensive tasks, and combat fraudulent activities. Implementation success depends on directed education programs and robust regulations and ethical assessment to handle risks such as algorithmic biases, workforce displacement and"
3,3_ai_human_literacy_intelligence,ai; human; literacy; intelligence; study; ai literacy; artificial intelligence; artificial; decision; systems,110,"Shaping the fairness journey: The roles of AI literacy, explanation, and interpersonal interaction in AI interviews",Article,2025.0,"Shaping the fairness journey: The roles of AI literacy, explanation, and interpersonal interaction in AI interviews. Grounded in organizational justice theory, this two-study investigation provides a comprehensive examination of fairness perceptions across the entire AI interviews process. Through a three-stage experimental design (Study 1, N = 113; Study 2, N = 206), we explored how design and outcome factors influence procedural and distributive justice. We manipulated the AI's explanation (With vs. Without) and level of interpersonal interaction (High vs. low) during the interview process, and the interview result (Pass vs. Fail) and decision agent (100% AI vs. 50% AI + 50% Human) in the post-decision stage. Results indicate that while candidate AI literacy, human-in-the-loop decision-making, and positive outcomes consistently improved fairness perceptions, the effects of system design were more complex. Design features intended to enhance the user experience, such as high AI intera"
3,3_ai_human_literacy_intelligence,ai; human; literacy; intelligence; study; ai literacy; artificial intelligence; artificial; decision; systems,114,"Mapping public perception of artificial intelligence: Expectations, risk–benefit tradeoffs, and value as determinants for societal acceptance",Article,2025.0,"Mapping public perception of artificial intelligence: Expectations, risk–benefit tradeoffs, and value as determinants for societal acceptance. Public opinion on artificial intelligence (AI) plays a pivotal role in shaping trust and AI alignment, ethical adoption, and the development equitable policy frameworks. This study investigates expectations, risk–benefit tradeoffs, and value assessments as determinants of societal acceptance of AI. Using a nationally representative sample (N = 1100) from Germany, we examined mental models of AI and potential biases. Participants evaluated 71 AI-related scenarios across domains such as autonomous driving, medical care, art, politics, warfare, and societal divides, assessing their expected likelihood, perceived risks, benefits, and overall value. We present ranked evaluations alongside visual mappings illustrating the risk–benefit tradeoffs. Our findings suggest that while many scenarios were considered likely, they were often associated with high"
